업체명,업종,주소,전화번호,평점,리뷰수,연락상태,나우링크URL,네이버플레이스URL,수집일시
"피트온24 범어점",필라테스,"대구광역시 수성구 범어천로 214 더리브 503-507호",,,,pending,https://www.nowlink.kr/store/pilates-대구-12,https://www.instagram.com/fiton24_beomeo,2026-04-27T01:58:48.357Z
"짐 엘리트&amp;필라테스 진천점",필라테스,"대구광역시 달서구 월배로15길 8 595b 5, 6층",,,,pending,https://www.nowlink.kr/store/pilates-대구-13,https://blog.naver.com/gymelite/224198604998,2026-04-27T01:58:48.357Z
"스톤짐 복현점",필라테스,"대구광역시 북구 동북로 244 BL타워 13층",,,,pending,https://www.nowlink.kr/store/pilates-대구-14,http://pf.kakao.com/_pQdrxj,2026-04-27T01:58:48.357Z
"옐로우짐 만촌역점 헬스&amp;PT&amp;필라테스&amp;요가&amp;줌바",필라테스,"대구광역시 수성구 달구벌대로 2575 영원무역 대구빌딩 3층, 4층",,,,pending,https://www.nowlink.kr/store/pilates-대구-15,https://blog.naver.com/yellowgym13,2026-04-27T01:58:48.357Z
"하노버 메디칼 운동센터 &amp; 재활PT",필라테스,"대구광역시 중구 공평로8길 11-1 3층",,,,pending,https://www.nowlink.kr/store/pilates-대구-16,https://hanover.co.kr,2026-04-27T01:58:48.357Z
"피트온24 범어점",필라테스,"대구광역시 수성구 범어천로 214 더리브 503-507호",,,,pending,https://www.nowlink.kr/store/pilates-대구-17,https://www.instagram.com/fiton24_beomeo,2026-04-27T01:58:48.357Z
"짐 엘리트&amp;필라테스 진천점",필라테스,"대구광역시 달서구 월배로15길 8 595b 5, 6층",,,,pending,https://www.nowlink.kr/store/pilates-대구-18,https://blog.naver.com/gymelite/224198604998,2026-04-27T01:58:48.357Z
"스톤짐 복현점",필라테스,"대구광역시 북구 동북로 244 BL타워 13층",,,,pending,https://www.nowlink.kr/store/pilates-대구-19,http://pf.kakao.com/_pQdrxj,2026-04-27T01:58:48.357Z
"옐로우짐 만촌역점 헬스&amp;PT&amp;필라테스&amp;요가&amp;줌바",필라테스,"대구광역시 수성구 달구벌대로 2575 영원무역 대구빌딩 3층, 4층",,,,pending,https://www.nowlink.kr/store/pilates-대구-20,https://blog.naver.com/yellowgym13,2026-04-27T01:58:48.357Z
"하노버 메디칼 운동센터 &amp; 재활PT",필라테스,"대구광역시 중구 공평로8길 11-1 3층",,,,pending,https://www.nowlink.kr/store/pilates-대구-21,https://hanover.co.kr,2026-04-27T01:58:48.357Z
"피트온24 범어점",필라테스,"대구광역시 수성구 범어천로 214 더리브 503-507호",,,,pending,https://www.nowlink.kr/store/pilates-대구-22,https://www.instagram.com/fiton24_beomeo,2026-04-27T01:58:48.357Z
"짐 엘리트&amp;필라테스 진천점",필라테스,"대구광역시 달서구 월배로15길 8 595b 5, 6층",,,,pending,https://www.nowlink.kr/store/pilates-대구-23,https://blog.naver.com/gymelite/224198604998,2026-04-27T01:58:48.357Z
"스톤짐 복현점",필라테스,"대구광역시 북구 동북로 244 BL타워 13층",,,,pending,https://www.nowlink.kr/store/pilates-대구-24,http://pf.kakao.com/_pQdrxj,2026-04-27T01:58:48.357Z
"옐로우짐 만촌역점 헬스&amp;PT&amp;필라테스&amp;요가&amp;줌바",필라테스,"대구광역시 수성구 달구벌대로 2575 영원무역 대구빌딩 3층, 4층",,,,pending,https://www.nowlink.kr/store/pilates-대구-25,https://blog.naver.com/yellowgym13,2026-04-27T01:58:48.357Z
"헬스보이짐&amp;필라테스 관저점",필라테스,"대전광역시 서구 관저중로 70 2층 헬스보이짐 & 필라걸",,,,pending,https://www.nowlink.kr/store/pilates-대전-1,https://talk.naver.com/ct/w4zxkz?frm=mblog#nafullscreen,2026-04-27T01:58:49.989Z
"헬스보이짐 대전터미널점",필라테스,"대전광역시 동구 동서대로 1701 1층, 2층",,,,pending,https://www.nowlink.kr/store/pilates-대전-2,https://blog.naver.com/healthboy65,2026-04-27T01:58:49.989Z
"아레나휘트니스&amp;레나필라테스 유성점",필라테스,"대전광역시 유성구 대학로 86 포커스타운 8층 아레나휘트니스",,,,pending,https://www.nowlink.kr/store/pilates-대전-3,https://www.instagram.com/arena_yuseong?igsh=YnY0YzQ0bWRra2Ex&utm_source=qr,2026-04-27T01:58:49.989Z
"바벨피트니스 서대전네거리역점",필라테스,"대전광역시 중구 중앙로 8 5층",,,,pending,https://www.nowlink.kr/store/pilates-대전-4,https://blog.naver.com/barbell10,2026-04-27T01:58:49.989Z
"헬스보이짐&amp;필라걸 탄방점",필라테스,"대전광역시 서구 문예로 11 소천빌딩 7층",,,,pending,https://www.nowlink.kr/store/pilates-대전-5,https://blog.naver.com/healthboy__tanbang,2026-04-27T01:58:49.989Z
"헬스보이짐&amp;필라테스 관저점",필라테스,"대전광역시 서구 관저중로 70 2층 헬스보이짐 & 필라걸",,,,pending,https://www.nowlink.kr/store/pilates-대전-6,https://talk.naver.com/ct/w4zxkz?frm=mblog#nafullscreen,2026-04-27T01:58:49.989Z
"헬스보이짐 대전터미널점",필라테스,"대전광역시 동구 동서대로 1701 1층, 2층",,,,pending,https://www.nowlink.kr/store/pilates-대전-7,https://blog.naver.com/healthboy65,2026-04-27T01:58:49.989Z
"아레나휘트니스&amp;레나필라테스 유성��",필라테스,"대전광역시 유성구 대학로 86 포커스타운 8층 아레나휘트니스",,,,pending,https://www.nowlink.kr/store/pilates-대전-8,https://www.instagram.com/arena_yuseong?igsh=YnY0YzQ0bWRra2Ex&utm_source=qr,2026-04-27T01:58:49.989Z
"바벨피트니스 서대전네거리역점",필라테스,"대전광역시 중구 중앙로 8 5층",,,,pending,https://www.nowlink.kr/store/pilates-대전-9,https://blog.naver.com/barbell10,2026-04-27T01:58:49.989Z
"헬스보이짐&amp;필라걸 탄방점",필라테스,"대전광역시 서구 문예로 11 소천빌딩 7층",,,,pending,https://www.nowlink.kr/store/pilates-대전-10,https://blog.naver.com/healthboy__tanbang,2026-04-27T01:58:49.989Z
"헬스보이짐&amp;필라테스 관저점",필라테스,"대전광역시 서구 관저중로 70 2층 헬스보이짐 & 필라걸",,,,pending,https://www.nowlink.kr/store/pilates-대전-11,https://talk.naver.com/ct/w4zxkz?frm=mblog#nafullscreen,2026-04-27T01:58:49.989Z
"헬스보이짐 대전터미널점",필라테스,"대전광역시 동구 동서대로 1701 1층, 2층",,,,pending,https://www.nowlink.kr/store/pilates-대전-12,https://blog.naver.com/healthboy65,2026-04-27T01:58:49.989Z
"아레나휘트니스&amp;레나필라테스 유성점",필라테스,"대전광역시 유성구 대학로 86 포커스타운 8층 아레나휘트니스",,,,pending,https://www.nowlink.kr/store/pilates-대전-13,https://www.instagram.com/arena_yuseong?igsh=YnY0YzQ0bWRra2Ex&utm_source=qr,2026-04-27T01:58:49.989Z
"바벨피트니스 서대전네거리역점",필라테스,"대전광역시 중구 중앙로 8 5층",,,,pending,https://www.nowlink.kr/store/pilates-대전-14,https://blog.naver.com/barbell10,2026-04-27T01:58:49.989Z
"헬스보이짐&amp;필라걸 탄방점",필라테스,"대전광역시 서구 문예로 11 소천빌딩 7층",,,,pending,https://www.nowlink.kr/store/pilates-대전-15,https://blog.naver.com/healthboy__tanbang,2026-04-27T01:58:49.989Z
"헬스보이짐&amp;필라테스 관저점",필라테스,"대전광역시 서구 관저중로 70 2층 헬스보이짐 & 필라걸",,,,pending,https://www.nowlink.kr/store/pilates-대전-16,https://talk.naver.com/ct/w4zxkz?frm=mblog#nafullscreen,2026-04-27T01:58:49.989Z
"헬스보이짐 대전터미널점",필라테스,"대전광역시 동구 동서대로 1701 1층, 2층",,,,pending,https://www.nowlink.kr/store/pilates-대전-17,https://blog.naver.com/healthboy65,2026-04-27T01:58:49.989Z
"아레나휘트니스&amp;레나필라테스 유성점",필라테스,"대전광역시 유성구 대학로 86 포커스타운 8층 아레나휘트니스",,,,pending,https://www.nowlink.kr/store/pilates-대전-18,https://www.instagram.com/arena_yuseong?igsh=YnY0YzQ0bWRra2Ex&utm_source=qr,2026-04-27T01:58:49.989Z
"바벨피트니스 서대전네거리역점",필라테스,"대전광역시 중구 중앙로 8 5층",,,,pending,https://www.nowlink.kr/store/pilates-대전-19,https://blog.naver.com/barbell10,2026-04-27T01:58:49.989Z
"헬스보이짐&amp;필라걸 탄방점",필라테스,"대전광역시 서구 문예로 11 소천빌딩 7층",,,,pending,https://www.nowlink.kr/store/pilates-대전-20,https://blog.naver.com/healthboy__tanbang,2026-04-27T01:58:49.989Z
"헬스보이짐&amp;필라테스 관저점",필라테스,"대전광역시 서구 관저중로 70 2층 헬스보이짐 & 필라걸",,,,pending,https://www.nowlink.kr/store/pilates-대전-21,https://talk.naver.com/ct/w4zxkz?frm=mblog#nafullscreen,2026-04-27T01:58:49.989Z
"헬스보이짐 대전터미널점",필라테스,"대전광역시 동구 동서대로 1701 1층, 2층",,,,pending,https://www.nowlink.kr/store/pilates-대전-22,https://blog.naver.com/healthboy65,2026-04-27T01:58:49.989Z
"아레나휘트니스&amp;레나필라테스 유성��",필라테스,"대전광역시 유성구 대학로 86 포커스타운 8층 아레나휘트니스",,,,pending,https://www.nowlink.kr/store/pilates-대전-23,https://www.instagram.com/arena_yuseong?igsh=YnY0YzQ0bWRra2Ex&utm_source=qr,2026-04-27T01:58:49.989Z
"바벨피트니스 서대전네거리역점",필라테스,"대전광역시 중구 중앙로 8 5층",,,,pending,https://www.nowlink.kr/store/pilates-대전-24,https://blog.naver.com/barbell10,2026-04-27T01:58:49.989Z
"헬스보이짐&amp;필라걸 탄방점",필라테스,"대전광역시 서구 문예로 11 소천빌딩 7층",,,,pending,https://www.nowlink.kr/store/pilates-대전-25,https://blog.naver.com/healthboy__tanbang,2026-04-27T01:58:49.989Z
"WE휘트니스 첨단점 헬스 PT 필라테스",필라테스,"광주광역시 광산구 임방울대로826번길 29-31 6층 602~608호",,,,pending,https://www.nowlink.kr/store/pilates-광주-1,https://www.instagram.com/wefit_cheomdan,2026-04-27T01:58:51.042Z
"다나체형교정&amp;필라테스 광주본점",필라테스,"광주광역시 북구 양산로 60 202호, 303호 다나체형교정",,,,pending,https://www.nowlink.kr/store/pilates-광주-2,https://www.kpipa.net/,2026-04-27T01:58:51.042Z
"WE휘트니스 헬스 PT 필라테스 상무점",필라테스,"광주광역시 서구 마륵복개로 91",,,,pending,https://www.nowlink.kr/store/pilates-광주-3,https://www.instagram.com/_wefit_sangmu/,2026-04-27T01:58:51.042Z
"WE휘트니스 헬스 PT 필라테스 봉선점",필라테스,"광주광역시 남구 봉선2로 81 가로수길 빌딩 4층",,,,pending,https://www.nowlink.kr/store/pilates-광주-4,https://blog.naver.com/wefit22,2026-04-27T01:58:51.042Z
"몸이야필라테스 봉선점",필라테스,"광주광역시 남구 봉선로 90 3층 몸이야 필라테스",,,,pending,https://www.nowlink.kr/store/pilates-광주-5,http://momiyabsnews2.com/,2026-04-27T01:58:51.042Z
"WE휘트니스 첨단점 헬스 PT 필라테스",필라테스,"광주광역시 광산구 임방울대로826번길 29-31 6층 602~608호",,,,pending,https://www.nowlink.kr/store/pilates-광주-6,https://www.instagram.com/wefit_cheomdan,2026-04-27T01:58:51.042Z
"다나체형교정&amp;필라테스 광주본점",필라테스,"광주광역시 북구 양산로 60 202호, 303호 다나체형교정",,,,pending,https://www.nowlink.kr/store/pilates-광주-7,https://www.kpipa.net/,2026-04-27T01:58:51.042Z
"WE휘트니스 헬스 PT 필라테스 상무점",필라테스,"광주광역시 서구 마륵복개로 91",,,,pending,https://www.nowlink.kr/store/pilates-광주-8,https://www.instagram.com/_wefit_sangmu/,2026-04-27T01:58:51.042Z
"WE휘트니스 헬스 PT 필라테스 봉선점",필라테스,"광주광역시 남구 봉선2로 81 가로수길 빌딩 4층",,,,pending,https://www.nowlink.kr/store/pilates-광주-9,https://blog.naver.com/wefit22,2026-04-27T01:58:51.042Z
"몸이야필라테스 봉선점",필라테스,"광주광역시 남구 봉선로 90 3층 몸이야 필라테스",,,,pending,https://www.nowlink.kr/store/pilates-광주-10,http://momiyabsnews2.com/,2026-04-27T01:58:51.042Z
"WE휘트니스 첨단점 헬스 PT 필라테스",필라테스,"광주광역시 광산구 임방울대로826번길 29-31 6층 602~608호",,,,pending,https://www.nowlink.kr/store/pilates-광주-11,https://www.instagram.com/wefit_cheomdan,2026-04-27T01:58:51.042Z
"다나체형교정&amp;필라테스 광주본점",필라테스,"광주광역시 북구 양산로 60 202호, 303호 다나체형교정",,,,pending,https://www.nowlink.kr/store/pilates-광주-12,https://www.kpipa.net/,2026-04-27T01:58:51.042Z
"WE휘트니스 헬스 PT 필라테스 상무점",필라테스,"광주광역시 서구 마륵복개로 91",,,,pending,https://www.nowlink.kr/store/pilates-광주-13,https://www.instagram.com/_wefit_sangmu/,2026-04-27T01:58:51.042Z
"WE휘트니스 헬스 PT 필라테스 봉선점",필라테스,"광주광역시 남구 봉선2로 81 가로수길 빌딩 4층",,,,pending,https://www.nowlink.kr/store/pilates-광주-14,https://blog.naver.com/wefit22,2026-04-27T01:58:51.042Z
"몸이야필라테스 봉선점",필라테스,"광주광역시 남구 봉선로 90 3층 몸이야 필라테스",,,,pending,https://www.nowlink.kr/store/pilates-광주-15,http://momiyabsnews2.com/,2026-04-27T01:58:51.042Z
"WE휘트니스 첨단점 헬스 PT 필라테스",필라테스,"광주광역시 광산구 임방울대로826번길 29-31 6층 602~608호",,,,pending,https://www.nowlink.kr/store/pilates-광주-16,https://www.instagram.com/wefit_cheomdan,2026-04-27T01:58:51.042Z
"다나체형교정&amp;필라테스 광주본점",필라테스,"광주광역시 북구 양산로 60 202호, 303호 다나체형교정",,,,pending,https://www.nowlink.kr/store/pilates-광주-17,https://www.kpipa.net/,2026-04-27T01:58:51.042Z
"WE휘트니스 헬스 PT 필라테스 상무점",필라테스,"광주광역시 서구 마륵복개로 91",,,,pending,https://www.nowlink.kr/store/pilates-광주-18,https://www.instagram.com/_wefit_sangmu/,2026-04-27T01:58:51.042Z
"WE휘트니스 헬스 PT 필라테스 봉선점",필라테스,"광주광역시 남구 봉선2로 81 가로수길 빌딩 4층",,,,pending,https://www.nowlink.kr/store/pilates-광주-19,https://blog.naver.com/wefit22,2026-04-27T01:58:51.042Z
"몸이야필라테스 봉선점",필라테스,"광주광역시 남구 봉선로 90 3층 몸이야 필라테스",,,,pending,https://www.nowlink.kr/store/pilates-광주-20,http://momiyabsnews2.com/,2026-04-27T01:58:51.042Z
"WE휘트니스 첨단점 헬스 PT 필라테스",필라테스,"광주광역시 광산구 임방울대로826번길 29-31 6층 602~608호",,,,pending,https://www.nowlink.kr/store/pilates-광주-21,https://www.instagram.com/wefit_cheomdan,2026-04-27T01:58:51.042Z
"다나체형교정&amp;필라테스 광주본점",필라테스,"광주광역시 북구 양산로 60 202호, 303호 다나체형교정",,,,pending,https://www.nowlink.kr/store/pilates-광주-22,https://www.kpipa.net/,2026-04-27T01:58:51.042Z
"WE휘트니스 헬스 PT 필라테스 상무점",필라테스,"광주광역시 서구 마륵복개로 91",,,,pending,https://www.nowlink.kr/store/pilates-광주-23,https://www.instagram.com/_wefit_sangmu/,2026-04-27T01:58:51.042Z
"WE휘트니스 헬스 PT 필라테스 봉선점",필라테스,"광주광역시 남구 봉선2로 81 가로수길 빌딩 4층",,,,pending,https://www.nowlink.kr/store/pilates-광주-24,https://blog.naver.com/wefit22,2026-04-27T01:58:51.042Z
"몸이야필라테스 봉선점",필라테스,"광주광역시 남구 봉선로 90 3층 몸이야 필라테스",,,,pending,https://www.nowlink.kr/store/pilates-광주-25,http://momiyabsnews2.com/,2026-04-27T01:58:51.042Z
"토즈 모임센터 강남역 회의실타워점",스터디카페,"서울특별시 강남구 강남대로84길 24-4 1~6층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-1,https://blog.naver.com/toztower_24,2026-04-27T01:58:52.083Z
"랭스터디카페 한양대점",스터디카페,"서울특별시 성동구 왕십리로 235 제1호 3층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-2,https://www.instagram.com/langstudy.cafe_hanyangdae?igsh=cnljc3o2aTdpMmNq,2026-04-27T01:58:52.083Z
"수림당 스터디룸&amp;카페",스터디카페,"서울특별시 동작구 만양로14사길 1",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-3,https://surimdang.notion.site/149810b868c3805f81afcaaaf57a5783?pvs=4,2026-04-27T01:58:52.083Z
"랭스터디카페 세종대점",스터디카페,"서울특별시 광진구 광나루로 390",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-4,http://pf.kakao.com/_xanJNb,2026-04-27T01:58:52.083Z
"컨센터블 스터디룸&amp;카페 이수점",스터디카페,"서울특별시 동작구 동작대로39길 22 이수힐스테이트 에비뉴 상가 2층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-5,https://concentable.notion.site/7770ceb9557b454da6d9f51b99e03036?source=copy_link,2026-04-27T01:58:52.083Z
"토즈 모임센터 강남역 회의실타워점",스터디카페,"서울특별시 강남구 강남대로84길 24-4 1~6층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-6,https://blog.naver.com/toztower_24,2026-04-27T01:58:52.083Z
"랭스터디카페 한양대점",스터디카페,"서울특별시 성동구 왕십리로 235 제1호 3층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-7,https://www.instagram.com/langstudy.cafe_hanyangdae?igsh=cnljc3o2aTdpMmNq,2026-04-27T01:58:52.083Z
"수림당 스터디룸&amp;카페",스터디카페,"서울특별시 동작구 만양로14사길 1",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-8,https://surimdang.notion.site/149810b868c3805f81afcaaaf57a5783?pvs=4,2026-04-27T01:58:52.083Z
"랭스터디카페 세종대점",스터디카페,"서울특별시 광진구 광나루로 390",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-9,http://pf.kakao.com/_xanJNb,2026-04-27T01:58:52.083Z
"컨센터블 스터디룸&amp;카페 이수점",스터디카페,"서울특별시 동작구 동작대로39길 22 이수힐스테이트 에비뉴 상가 2층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-10,https://concentable.notion.site/7770ceb9557b454da6d9f51b99e03036?source=copy_link,2026-04-27T01:58:52.083Z
"토즈 모임센터 강남역 회의실타워점",스터디카페,"서울특별시 강남구 강남대로84길 24-4 1~6층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-11,https://blog.naver.com/toztower_24,2026-04-27T01:58:52.083Z
"랭스터디카페 한양대점",스터디카페,"서울특별시 성동구 왕십리로 235 제1호 3층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-12,https://www.instagram.com/langstudy.cafe_hanyangdae?igsh=cnljc3o2aTdpMmNq,2026-04-27T01:58:52.083Z
"수림당 스터디룸&amp;카페",스터디카페,"서울특별시 동작구 만양로14사길 1",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-13,https://surimdang.notion.site/149810b868c3805f81afcaaaf57a5783?pvs=4,2026-04-27T01:58:52.083Z
"랭스터디카페 세종대점",스터디카페,"서울특별시 광진구 광나루로 390",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-14,http://pf.kakao.com/_xanJNb,2026-04-27T01:58:52.083Z
"컨센터블 스터디룸&amp;카페 이수점",스터디카페,"서울특별시 동작구 동작대로39길 22 이수힐스테이트 에비뉴 상가 2층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-15,https://concentable.notion.site/7770ceb9557b454da6d9f51b99e03036?source=copy_link,2026-04-27T01:58:52.083Z
"토즈 모임센터 강남역 회의실타워점",스터디카페,"서울특별시 강남구 강남대로84길 24-4 1~6층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-16,https://blog.naver.com/toztower_24,2026-04-27T01:58:52.083Z
"랭스터디카페 한양대점",스터디카페,"서울특별시 성동구 왕십리로 235 제1호 3층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-17,https://www.instagram.com/langstudy.cafe_hanyangdae?igsh=cnljc3o2aTdpMmNq,2026-04-27T01:58:52.083Z
"수림당 스터디룸&amp;카페",스터디카페,"서울특별시 동작구 만양로14사길 1",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-18,https://surimdang.notion.site/149810b868c3805f81afcaaaf57a5783?pvs=4,2026-04-27T01:58:52.083Z
"랭스터디카페 세종대점",스터디카페,"서울특별시 광진구 광나루로 390",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-19,http://pf.kakao.com/_xanJNb,2026-04-27T01:58:52.083Z
"컨센터블 스터디룸&amp;카페 이수점",스터디카페,"서울특별시 동작구 동작대로39길 22 이수힐스테이트 에비뉴 상가 2층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-20,https://concentable.notion.site/7770ceb9557b454da6d9f51b99e03036?source=copy_link,2026-04-27T01:58:52.083Z
"토즈 모임센터 강남역 회의실타워점",스터디카페,"서울특별시 강남구 강남대로84길 24-4 1~6층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-21,https://blog.naver.com/toztower_24,2026-04-27T01:58:52.083Z
"랭스터디카페 한양대점",스터디카페,"서울특별시 성동구 왕십리로 235 제1호 3층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-22,https://www.instagram.com/langstudy.cafe_hanyangdae?igsh=cnljc3o2aTdpMmNq,2026-04-27T01:58:52.083Z
"수림당 스터디룸&amp;카페",스터디카페,"서울특별시 동작구 만양로14사길 1",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-23,https://surimdang.notion.site/149810b868c3805f81afcaaaf57a5783?pvs=4,2026-04-27T01:58:52.083Z
"랭스터디카페 세종대점",스터디카페,"서울특별시 광진구 광나루로 390",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-24,http://pf.kakao.com/_xanJNb,2026-04-27T01:58:52.083Z
"컨센터블 스터디룸&amp;카페 이수점",스터디카페,"서울특별시 동작구 동작대로39길 22 이수힐스테이트 에비뉴 상가 2층",,,,pending,https://www.nowlink.kr/store/study_cafe-서울-25,https://concentable.notion.site/7770ceb9557b454da6d9f51b99e03036?source=copy_link,2026-04-27T01:58:52.083Z
"굿올데이즈카페",스터디카페,"부산광역시 중구 중앙대로41번길 5 굿올데이즈카페",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-1,https://www.instagram.com/goodoldays_cafe,2026-04-27T01:58:53.136Z
"디딤스터디카페 워크라운지 사직역점",스터디카페,"부산광역시 동래구 아시아드대로 149-1 지하1층",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-2,https://map.naver.com/v5/search/%EB%94%94%EB%94%A4%3Cb%3E%EC%8A%A4%ED%84%B0%EB%94%94%EC%B9%B4%ED%8E%98%3C%2Fb%3E%20%EC%9B%8C%ED%81%AC%EB%9D%BC%EC%9A%B4%EC%A7%80%20%EC%82%AC%EC%A7%81%EC%97%AD%EC%A0%90,2026-04-27T01:58:53.136Z
"디딤스터디카페 워크라운지 서면점",스터디카페,"부산광역시 부산진구 중앙대로666번길 17 5층",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-3,https://map.naver.com/v5/search/%EB%94%94%EB%94%A4%3Cb%3E%EC%8A%A4%ED%84%B0%EB%94%94%EC%B9%B4%ED%8E%98%3C%2Fb%3E%20%EC%9B%8C%ED%81%AC%EB%9D%BC%EC%9A%B4%EC%A7%80%20%EC%84%9C%EB%A9%B4%EC%A0%90,2026-04-27T01:58:53.136Z
"디딤스터디카페 워크라운지 부산시청점",스터디카페,"부산광역시 연제구 중앙대로 1039 3층",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-4,https://map.naver.com/v5/search/%EB%94%94%EB%94%A4%3Cb%3E%EC%8A%A4%ED%84%B0%EB%94%94%EC%B9%B4%ED%8E%98%3C%2Fb%3E%20%EC%9B%8C%ED%81%AC%EB%9D%BC%EC%9A%B4%EC%A7%80%20%3Cb%3E%EB%B6%80%EC%82%B0%3C%2Fb%3E%EC%8B%9C%EC%B2%AD%EC%A0%90,2026-04-27T01:58:53.136Z
"원씽스터디카페 미남역점",스터디카페,"부산광역시 동래구 아시아드대로 225 5층",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-5,https://blog.naver.com/onethingstudy_minam,2026-04-27T01:58:53.136Z
"굿올데이즈카페",스터디카페,"부산광역시 중구 중앙대로41번길 5 굿올데이즈카페",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-6,https://www.instagram.com/goodoldays_cafe,2026-04-27T01:58:53.136Z
"디딤스터디카페 워크라운지 사직역점",스터디카페,"부산광역시 동래구 아시아드대로 149-1 지하1층",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-7,https://map.naver.com/v5/search/%EB%94%94%EB%94%A4%3Cb%3E%EC%8A%A4%ED%84%B0%EB%94%94%EC%B9%B4%ED%8E%98%3C%2Fb%3E%20%EC%9B%8C%ED%81%AC%EB%9D%BC%EC%9A%B4%EC%A7%80%20%EC%82%AC%EC%A7%81%EC%97%AD%EC%A0%90,2026-04-27T01:58:53.136Z
"디딤스터디카페 워크라운지 서면점",스터디카페,"부산광역시 부산진구 중앙대로666번길 17 5층",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-8,https://map.naver.com/v5/search/%EB%94%94%EB%94%A4%3Cb%3E%EC%8A%A4%ED%84%B0%EB%94%94%EC%B9%B4%ED%8E%98%3C%2Fb%3E%20%EC%9B%8C%ED%81%AC%EB%9D%BC%EC%9A%B4%EC%A7%80%20%EC%84%9C%EB%A9%B4%EC%A0%90,2026-04-27T01:58:53.136Z
"디딤스터디카페 워크라운지 부산시청점",스터디카페,"부산광역시 연제구 중앙대로 1039 3층",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-9,https://map.naver.com/v5/search/%EB%94%94%EB%94%A4%3Cb%3E%EC%8A%A4%ED%84%B0%EB%94%94%EC%B9%B4%ED%8E%98%3C%2Fb%3E%20%EC%9B%8C%ED%81%AC%EB%9D%BC%EC%9A%B4%EC%A7%80%20%3Cb%3E%EB%B6%80%EC%82%B0%3C%2Fb%3E%EC%8B%9C%EC%B2%AD%EC%A0%90,2026-04-27T01:58:53.136Z
"원씽스터디카페 미남역점",스터디카페,"부산광역시 동래구 아시아드대로 225 5층",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-10,https://blog.naver.com/onethingstudy_minam,2026-04-27T01:58:53.136Z
"굿올데이즈카페",스터디카페,"부산광역시 중구 중앙대로41번길 5 굿올데이즈카페",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-11,https://www.instagram.com/goodoldays_cafe,2026-04-27T01:58:53.136Z
"디딤스터디카페 워크라운지 사직역점",스터디카페,"부산광역시 동래구 아시아드대로 149-1 지하1층",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-12,https://map.naver.com/v5/search/%EB%94%94%EB%94%A4%3Cb%3E%EC%8A%A4%ED%84%B0%EB%94%94%EC%B9%B4%ED%8E%98%3C%2Fb%3E%20%EC%9B%8C%ED%81%AC%EB%9D%BC%EC%9A%B4%EC%A7%80%20%EC%82%AC%EC%A7%81%EC%97%AD%EC%A0%90,2026-04-27T01:58:53.136Z
"디딤스터디카페 워크라운지 서면점",스터디카페,"부산광역시 부산진구 중앙대로666번길 17 5층",,,,pending,https://www.nowlink.kr/store/study_cafe-부산-13,https://map.naver.com/v5/search/%EB%94%94%EB%94%A4%3Cb%3E%EC%8A%A4%ED%84%B0%EB%94%94%EC%B9%B4%ED%8E%98%3C%2Fb%3E%20%EC%9B%8C%ED%81%AC%EB%9D%BC%EC%9A%B4%EC%A7%80%20%EC%84%9C%EB%A9%B4%EC%A0%90,2026-04-27T01:58:53.136Z
